        66         1      2004         1        41         1         9         2
        67         1      2004         1        29         1        41         2
        68         1      2004         1        29         1        41         2
        69         1      2004         1         9         1        17         2
        70         1      2004         1        17         1        29         2
        71         1      2004         1        17         1        29         2
        72         1      2004         1        13         1         9         2
        73         1      2004         1        29         1        13         2
        74         1      2004         1        29         1        13         2
        75         1      2004         1        17         1         9         2
        76         1      2004         1         9         1        17         2
        77         1      2004         1         9         1        17         2
        78         1      2004         1        13         1         9         2
        79         1      2004         1        29         1        13         2
        80         1      2004         1        29         1        13         2
        81         1      2004         1         9         1        17         2
        82         1      2004         1        17         1        29         2
        83         1      2004         1        17         1        29         2
        84         1      2004         1        21         1         9         2
        85         1      2004         1         9         1        13         2
        86         1      2004         1        13         1        21         2
        87         1      2004         1        21         1         9         2
        88         1      2004         1        21         1         9         2
        89         1      2004         1         9         1        13         2
        90         1      2004         1        13         1        21         2
        91         1      2004         1        21         1         9         2
        92         1      2004         1        49         1        13         2
        93         1      2004         1        13         1        49         2
        94         1      2004         1        49         1        49         2
        95         1      2004         1        49         1        49         2
        96         1      2004         1        41         1         9         2
        97         1      2004         1        17         1        41         2
        98         1      2004         1        17         1        41         2
        99         1      2004         1         9         1        17         2
       100         1      2004         1        17         1        17         2
       101         1      2004         1        17         1        17         2
       102         1      2004         1        13         1         9         2
       103         1      2004         1        17         1        13         2
       104         1      2004         1        17         1        13         2
       105         1      2004         1        13         1        13         2
       106         1      2004         1        49         1        13         2
       107         1      2004         1        49         1        13         2
       108         1      2004         1         9         1         9         2
       109         1      2004         1        17         1         9         2
       110         1      2004         1        13         1        49         2
       111         1      2004         1         9         1        13         2
       112         1      2004         1        49         1         9         2
       113         1      2004         1         9         1         9         2
       114         1      2004         1        17         1         9         2
       115         1      2004         1        13         1        49         2
       116         1      2004         1         9         1        13         2
       117         1      2004         1        49         1         9         2
       118         1      2004         1        13         1         9         2
       119         1      2004         1        17         1        13         2
       120         1      2004         1        17         1        13         2
       121         1      2004         1        13         1        13         2
       122         1      2004         1        49         1        13         2
       123         1      2004         1        49         1        13         2
       124         1      2004         1         9         1        17         2
       125         1      2004         1        17         1        17         2
       126         1      2004         1        17         1        17         2
       127         1      2004         1        13         1        13         2
       128         1      2004         1        49         1        13         2
       129         1      2004         1        49         1        13         2
       130         1      2004         1        49         1        13         2
       131         1      2004         1        13         1        13         2
       132         1      2004         1         9         1        13         2
       133         1      2004         1        33         1         9         2
       134         1      2004         1         9         1        13         2
       135         1      2004         1         9         1        13         2
       136         1      2004         1        33         1         9         2
       137         1      2004         1         9         1        13         2
       138         1      2004         1        13         1        13         2
       139         1      2004         1        13         1        13         2
       140         1      2004         1        25         1        61         2
       141         1      2004         1        61         1        13         2
       142         1      2004         1        13         1        25         2
       143         1      2004         1        13         1        25         2
       144         1      2004         1        61         1         9         2
       145         1      2004         1         9         1        25         2
       146         1      2004         1         9         1        25         2
       147         1      2004         1        61         1        21         2
       148         1      2004         1        21         1        25         2
       149         1      2004         1        21         1        25         2
       150         1      2004         1        61         1        29         2
       151         1      2004         1        29         1        25         2
       152         1      2004         1        29         1        25         2
       153         1      2004         1        29         1        49         2
       154         1      2004         1        49         1        25         2
       155         1      2004         1        49         1        33         2
       155         1      2004         1        49         1        33         2
       156         1      2004         1        49         1        33         2
       156         1      2004         1        49         1        33         2
       157         1      2004         1        13         1        33         2
       157         1      2004         1        33         1        13         2
       158         1      2004         1        21         1        49         2
       159         1      2004         1        49         1        25         2
       160         1      2004         1        13         1        33         2
       160         1      2004         1        33         1        13         2
       161         1      2004         1        61         1        21         2
       162         1      2004         1        21         1        25         2
       163         1      2004         1        21         1        25         2
       164         1      2004         1        61         1        13         2
       165         1      2004         1        13         1        25         2
       166         1      2004         1        13         1        25         2
       167         1      2004         1        25         1        61         2
       168         1      2004         1        61         1        21         2
       169         1      2004         1        21         1        25         2
       170         1      2004         1        21         1        25         2
